ccode,country,group,name,numcode,year,groupcon,aggdifxx,intercon,polity2,gdppc,country_pop,rebellion
2,USA,AFRICAN-AMERICANS,BLA,201,1960,0,6,1,10,-0.05595575364548317,0.8002787444968371,0
2,USA,AFRICAN-AMERICANS,BLA,201,1961,0,6,1,10,-0.04817077113911405,0.8196970475689023,1
2,USA,AFRICAN-AMERICANS,BLA,201,1962,0,6,1,10,-0.02495178224167535,0.8380029776504153,1
2,USA,AFRICAN-AMERICANS,BLA,201,1963,0,6,1,10,-0.007837215895746761,0.855389431791761,2
2,USA,AFRICAN-AMERICANS,BLA,201,1964,0,6,1,10,0.018282284076067398,0.8724093815373757,2
2,USA,AFRICAN-AMERICANS,BLA,201,1965,0,6,1,10,0.051495290932134806,0.8879311641916687,3
2,USA,AFRICAN-AMERICANS,BLA,201,1966,0,6,1,10,0.09324823548433395,0.9024434522822817,3
2,USA,AFRICAN-AMERICANS,BLA,201,1967,0,6,1,8,0.11814757787236124,0.9162806006965479,3
2,USA,AFRICAN-AMERICANS,BLA,201,1968,0,6,1,8,0.16523209090684263,0.9291018246454545,2
2,USA,AFRICAN-AMERICANS,BLA,201,1969,0,6,1,8,0.2092681393451593,0.9417751608557328,2
2,USA,AFRICAN-AMERICANS,BLA,201,1970,0,6,1,8,0.23574466096175392,0.9570461773445257,2
2,USA,AFRICAN-AMERICANS,BLA,201,1971,0,6,1,8,0.28487093512736616,0.9738217908263197,2
2,USA,AFRICAN-AMERICANS,BLA,201,1972,0,6,1,8,0.3483452724497317,0.9881926210799837,1
2,USA,AFRICAN-AMERICANS,BLA,201,1973,0,6,1,8,0.4311651089405269,1.0011360131608007,1
2,USA,AFRICAN-AMERICANS,BLA,201,1974,0,6,1,10,0.4965643638266979,1.0136421719274122,0
2,USA,AFRICAN-AMERICANS,BLA,201,1975,0,6,1,10,0.5719742943761338,1.027267133586255,0
2,USA,AFRICAN-AMERICANS,BLA,201,1976,0,6,1,10,0.6755476373806544,1.0405255908493671,0
2,USA,AFRICAN-AMERICANS,BLA,201,1977,0,6,1,10,0.7882270500818679,1.054697094150967,0
2,USA,AFRICAN-AMERICANS,BLA,201,1978,0,6,1,10,0.9339181368338936,1.0697816434910548,0
2,USA,AFRICAN-AMERICANS,BLA,201,1979,0,6,1,10,1.0791988034371571,1.0856635006393993,0
2,USA,AFRICAN-AMERICANS,BLA,201,1980,0,6,1,10,1.1971541140850028,1.0996163872838964,0
2,USA,AFRICAN-AMERICANS,BLA,201,1981,0,6,1,10,1.3806895073001322,1.1140257969476375,0
2,USA,AFRICAN-AMERICANS,BLA,201,1982,0,6,1,10,1.4406331409065285,1.1281587208391604,0
2,USA,AFRICAN-AMERICANS,BLA,201,1983,0,6,1,10,1.5860274796315978,1.1418415516131188,0
2,USA,AFRICAN-AMERICANS,BLA,201,1984,0,6,1,10,1.7926159597063065,1.1549135417275256,0
2,USA,AFRICAN-AMERICANS,BLA,201,1985,0,6,1,10,1.9387301610350316,1.1684099053527788,0
2,USA,AFRICAN-AMERICANS,BLA,201,1986,0,6,1,10,2.0480142834427446,1.1826135581627761,0
2,USA,AFRICAN-AMERICANS,BLA,201,1987,0,6,1,10,2.1747590487244164,1.1964764261837604,0
2,USA,AFRICAN-AMERICANS,BLA,201,1988,0,6,1,10,2.3552496495787136,1.210686508895437,0
2,USA,AFRICAN-AMERICANS,BLA,201,1989,0,6,1,10,2.543869987296189,1.225603880791858,0
2,USA,AFRICAN-AMERICANS,BLA,201,1990,0,6,1,10,2.678961905290512,1.2436333251011529,0
2,USA,AFRICAN-AMERICANS,BLA,201,1991,0,6,1,10,2.738379146310322,1.2652249349408862,0
2,USA,AFRICAN-AMERICANS,BLA,201,1992,0,6,1,10,2.8794023637247776,1.2879417775745305,0
2,USA,AFRICAN-AMERICANS,BLA,201,1993,0,6,1,10,3.0062242792910125,1.3098355927932,0
2,USA,AFRICAN-AMERICANS,BLA,201,1994,0,6,1,10,3.1774797963370025,1.33045628747933,0
2,USA,AFRICAN-AMERICANS,BLA,201,1995,0,6,1,10,3.30793220605719,1.350723337573088,0
2,USA,AFRICAN-AMERICANS,BLA,201,1996,0,6,1,10,3.4751638716116413,1.3707589112063845,0
2,USA,AFRICAN-AMERICANS,BLA,201,1997,0,6,1,10,3.6705010198044126,1.391739680386566,0
2,USA,AFRICAN-AMERICANS,BLA,201,1998,0,6,1,10,3.853148379183255,1.4122960760559011,0
2,USA,AFRICAN-AMERICANS,BLA,201,1999,0,6,1,10,4.0705490724948925,1.432781742806762,0
2,USA,AFRICAN-AMERICANS,BLA,201,2000,0,6,1,10,4.309097089238721,1.4528585385397255,0
2,USA,AFRICAN-AMERICANS,BLA,201,2001,0,NA,1,10,4.413657599346777,1.470904340518893,0
2,USA,AFRICAN-AMERICANS,BLA,201,2002,0,NA,1,10,4.530213211755893,1.4879836896962229,0
2,USA,AFRICAN-AMERICANS,BLA,201,2003,0,NA,1,10,4.7231795421417635,1.503947463791964,0
2,USA,HISPANICS,HIS,202,1960,2,10,1,10,-0.05595575364548317,0.8002787444968371,0
2,USA,HISPANICS,HIS,202,1961,2,10,1,10,-0.04817077113911405,0.8196970475689023,0
2,USA,HISPANICS,HIS,202,1962,2,10,1,10,-0.02495178224167535,0.8380029776504153,0
2,USA,HISPANICS,HIS,202,1963,2,10,1,10,-0.007837215895746761,0.855389431791761,0
2,USA,HISPANICS,HIS,202,1964,2,10,1,10,0.018282284076067398,0.8724093815373757,0
2,USA,HISPANICS,HIS,202,1965,2,10,1,10,0.051495290932134806,0.8879311641916687,0
2,USA,HISPANICS,HIS,202,1966,2,10,1,10,0.09324823548433395,0.9024434522822817,0
2,USA,HISPANICS,HIS,202,1967,2,10,1,8,0.11814757787236124,0.9162806006965479,0
2,USA,HISPANICS,HIS,202,1968,2,10,1,8,0.16523209090684263,0.9291018246454545,1
2,USA,HISPANICS,HIS,202,1969,2,10,1,8,0.2092681393451593,0.9417751608557328,1
2,USA,HISPANICS,HIS,202,1970,2,10,1,8,0.23574466096175392,0.9570461773445257,1
2,USA,HISPANICS,HIS,202,1971,2,10,1,8,0.28487093512736616,0.9738217908263197,1
2,USA,HISPANICS,HIS,202,1972,2,10,1,8,0.3483452724497317,0.9881926210799837,1
2,USA,HISPANICS,HIS,202,1973,2,10,1,8,0.4311651089405269,1.0011360131608007,2
2,USA,HISPANICS,HIS,202,1974,2,10,1,10,0.4965643638266979,1.0136421719274122,2
2,USA,HISPANICS,HIS,202,1975,2,10,1,10,0.5719742943761338,1.027267133586255,2
2,USA,HISPANICS,HIS,202,1976,2,10,1,10,0.6755476373806544,1.0405255908493671,2
2,USA,HISPANICS,HIS,202,1977,2,10,1,10,0.7882270500818679,1.054697094150967,2
2,USA,HISPANICS,HIS,202,1978,2,10,1,10,0.9339181368338936,1.0697816434910548,1
2,USA,HISPANICS,HIS,202,1979,2,10,1,10,1.0791988034371571,1.0856635006393993,1
2,USA,HISPANICS,HIS,202,1980,2,10,1,10,1.1971541140850028,1.0996163872838964,1
2,USA,HISPANICS,HIS,202,1981,2,10,1,10,1.3806895073001322,1.1140257969476375,1
2,USA,HISPANICS,HIS,202,1982,2,10,1,10,1.4406331409065285,1.1281587208391604,1
2,USA,HISPANICS,HIS,202,1983,2,10,1,10,1.5860274796315978,1.1418415516131188,2
2,USA,HISPANICS,HIS,202,1984,2,10,1,10,1.7926159597063065,1.1549135417275256,2
2,USA,HISPANICS,HIS,202,1985,2,10,1,10,1.9387301610350316,1.1684099053527788,1
2,USA,HISPANICS,HIS,202,1986,2,10,1,10,2.0480142834427446,1.1826135581627761,2
2,USA,HISPANICS,HIS,202,1987,2,10,1,10,2.1747590487244164,1.1964764261837604,2
2,USA,HISPANICS,HIS,202,1988,2,10,1,10,2.3552496495787136,1.210686508895437,1
2,USA,HISPANICS,HIS,202,1989,2,10,1,10,2.543869987296189,1.225603880791858,1
2,USA,HISPANICS,HIS,202,1990,2,10,1,10,2.678961905290512,1.2436333251011529,1
2,USA,HISPANICS,HIS,202,1991,2,10,1,10,2.738379146310322,1.2652249349408862,1
2,USA,HISPANICS,HIS,202,1992,2,10,1,10,2.8794023637247776,1.2879417775745305,1
2,USA,HISPANICS,HIS,202,1993,2,10,1,10,3.0062242792910125,1.3098355927932,0
2,USA,HISPANICS,HIS,202,1994,2,10,1,10,3.1774797963370025,1.33045628747933,0
2,USA,HISPANICS,HIS,202,1995,2,10,1,10,3.30793220605719,1.350723337573088,0
2,USA,HISPANICS,HIS,202,1996,2,10,1,10,3.4751638716116413,1.3707589112063845,0
2,USA,HISPANICS,HIS,202,1997,2,10,1,10,3.6705010198044126,1.391739680386566,0
2,USA,HISPANICS,HIS,202,1998,2,10,1,10,3.853148379183255,1.4122960760559011,0
2,USA,HISPANICS,HIS,202,1999,2,10,1,10,4.0705490724948925,1.432781742806762,0
2,USA,HISPANICS,HIS,202,2000,2,10,1,10,4.309097089238721,1.4528585385397255,0
2,USA,HISPANICS,HIS,202,2001,2,NA,1,10,4.413657599346777,1.470904340518893,0
2,USA,HISPANICS,HIS,202,2002,2,NA,1,10,4.530213211755893,1.4879836896962229,0
2,USA,HISPANICS,HIS,202,2003,2,NA,1,10,4.7231795421417635,1.503947463791964,0
2,USA,NATIVE AMERICANS,IND,203,1960,3,8,0,10,-0.05595575364548317,0.8002787444968371,0
2,USA,NATIVE AMERICANS,IND,203,1961,3,8,0,10,-0.04817077113911405,0.8196970475689023,0
2,USA,NATIVE AMERICANS,IND,203,1962,3,8,0,10,-0.02495178224167535,0.8380029776504153,0
2,USA,NATIVE AMERICANS,IND,203,1963,3,8,0,10,-0.007837215895746761,0.855389431791761,0
2,USA,NATIVE AMERICANS,IND,203,1964,3,8,0,10,0.018282284076067398,0.8724093815373757,0
2,USA,NATIVE AMERICANS,IND,203,1965,3,8,0,10,0.051495290932134806,0.8879311641916687,0
2,USA,NATIVE AMERICANS,IND,203,1966,3,8,0,10,0.09324823548433395,0.9024434522822817,1
2,USA,NATIVE AMERICANS,IND,203,1967,3,8,0,8,0.11814757787236124,0.9162806006965479,1
2,USA,NATIVE AMERICANS,IND,203,1968,3,8,0,8,0.16523209090684263,0.9291018246454545,2
2,USA,NATIVE AMERICANS,IND,203,1969,3,8,0,8,0.2092681393451593,0.9417751608557328,2
2,USA,NATIVE AMERICANS,IND,203,1970,3,8,0,8,0.23574466096175392,0.9570461773445257,3
2,USA,NATIVE AMERICANS,IND,203,1971,3,8,0,8,0.28487093512736616,0.9738217908263197,2
2,USA,NATIVE AMERICANS,IND,203,1972,3,8,0,8,0.3483452724497317,0.9881926210799837,2
2,USA,NATIVE AMERICANS,IND,203,1973,3,8,0,8,0.4311651089405269,1.0011360131608007,1
2,USA,NATIVE AMERICANS,IND,203,1974,3,8,0,10,0.4965643638266979,1.0136421719274122,1
2,USA,NATIVE AMERICANS,IND,203,1975,3,8,0,10,0.5719742943761338,1.027267133586255,0
2,USA,NATIVE AMERICANS,IND,203,1976,3,8,0,10,0.6755476373806544,1.0405255908493671,0
2,USA,NATIVE AMERICANS,IND,203,1977,3,8,0,10,0.7882270500818679,1.054697094150967,0
2,USA,NATIVE AMERICANS,IND,203,1978,3,8,0,10,0.9339181368338936,1.0697816434910548,0
2,USA,NATIVE AMERICANS,IND,203,1979,3,8,0,10,1.0791988034371571,1.0856635006393993,0
2,USA,NATIVE AMERICANS,IND,203,1980,3,8,0,10,1.1971541140850028,1.0996163872838964,0
2,USA,NATIVE AMERICANS,IND,203,1981,3,8,0,10,1.3806895073001322,1.1140257969476375,0
2,USA,NATIVE AMERICANS,IND,203,1982,3,8,0,10,1.4406331409065285,1.1281587208391604,0
2,USA,NATIVE AMERICANS,IND,203,1983,3,8,0,10,1.5860274796315978,1.1418415516131188,0
2,USA,NATIVE AMERICANS,IND,203,1984,3,8,0,10,1.7926159597063065,1.1549135417275256,0
2,USA,NATIVE AMERICANS,IND,203,1985,3,8,0,10,1.9387301610350316,1.1684099053527788,0
2,USA,NATIVE AMERICANS,IND,203,1986,3,8,0,10,2.0480142834427446,1.1826135581627761,0
2,USA,NATIVE AMERICANS,IND,203,1987,3,8,0,10,2.1747590487244164,1.1964764261837604,0
2,USA,NATIVE AMERICANS,IND,203,1988,3,8,0,10,2.3552496495787136,1.210686508895437,0
2,USA,NATIVE AMERICANS,IND,203,1989,3,8,0,10,2.543869987296189,1.225603880791858,0
2,USA,NATIVE AMERICANS,IND,203,1990,3,8,0,10,2.678961905290512,1.2436333251011529,0
2,USA,NATIVE AMERICANS,IND,203,1991,3,8,0,10,2.738379146310322,1.2652249349408862,0
2,USA,NATIVE AMERICANS,IND,203,1992,3,8,0,10,2.8794023637247776,1.2879417775745305,0
2,USA,NATIVE AMERICANS,IND,203,1993,3,8,0,10,3.0062242792910125,1.3098355927932,0
2,USA,NATIVE AMERICANS,IND,203,1994,3,8,0,10,3.1774797963370025,1.33045628747933,0
2,USA,NATIVE AMERICANS,IND,203,1995,3,8,0,10,3.30793220605719,1.350723337573088,0
2,USA,NATIVE AMERICANS,IND,203,1996,3,8,0,10,3.4751638716116413,1.3707589112063845,0
2,USA,NATIVE AMERICANS,IND,203,1997,3,8,0,10,3.6705010198044126,1.391739680386566,0
2,USA,NATIVE AMERICANS,IND,203,1998,3,8,0,10,3.853148379183255,1.4122960760559011,0
2,USA,NATIVE AMERICANS,IND,203,1999,3,8,0,10,4.0705490724948925,1.432781742806762,0
2,USA,NATIVE AMERICANS,IND,203,2000,3,8,0,10,4.309097089238721,1.4528585385397255,0
2,USA,NATIVE AMERICANS,IND,203,2001,3,NA,1,10,4.413657599346777,1.470904340518893,0
2,USA,NATIVE AMERICANS,IND,203,2002,3,NA,1,10,4.530213211755893,1.4879836896962229,0
2,USA,NATIVE AMERICANS,IND,203,2003,3,NA,1,10,4.7231795421417635,1.503947463791964,0
2,USA,NATIVE HAWAIIANS,NHW,204,1960,0,10,0,10,-0.05595575364548317,0.8002787444968371,0
2,USA,NATIVE HAWAIIANS,NHW,204,1961,0,10,0,10,-0.04817077113911405,0.8196970475689023,0
2,USA,NATIVE HAWAIIANS,NHW,204,1962,0,10,0,10,-0.02495178224167535,0.8380029776504153,0
2,USA,NATIVE HAWAIIANS,NHW,204,1963,0,10,0,10,-0.007837215895746761,0.855389431791761,0
2,USA,NATIVE HAWAIIANS,NHW,204,1964,0,10,0,10,0.018282284076067398,0.8724093815373757,0
2,USA,NATIVE HAWAIIANS,NHW,204,1965,0,10,0,10,0.051495290932134806,0.8879311641916687,0
2,USA,NATIVE HAWAIIANS,NHW,204,1966,0,10,0,10,0.09324823548433395,0.9024434522822817,0
2,USA,NATIVE HAWAIIANS,NHW,204,1967,0,10,0,8,0.11814757787236124,0.9162806006965479,0
2,USA,NATIVE HAWAIIANS,NHW,204,1968,0,10,0,8,0.16523209090684263,0.9291018246454545,0
2,USA,NATIVE HAWAIIANS,NHW,204,1969,0,10,0,8,0.2092681393451593,0.9417751608557328,0
2,USA,NATIVE HAWAIIANS,NHW,204,1970,0,10,0,8,0.23574466096175392,0.9570461773445257,0
2,USA,NATIVE HAWAIIANS,NHW,204,1971,0,10,0,8,0.28487093512736616,0.9738217908263197,0
2,USA,NATIVE HAWAIIANS,NHW,204,1972,0,10,0,8,0.3483452724497317,0.9881926210799837,0
2,USA,NATIVE HAWAIIANS,NHW,204,1973,0,10,0,8,0.4311651089405269,1.0011360131608007,0
2,USA,NATIVE HAWAIIANS,NHW,204,1974,0,10,0,10,0.4965643638266979,1.0136421719274122,0
2,USA,NATIVE HAWAIIANS,NHW,204,1975,0,10,0,10,0.5719742943761338,1.027267133586255,0
2,USA,NATIVE HAWAIIANS,NHW,204,1976,0,10,0,10,0.6755476373806544,1.0405255908493671,0
2,USA,NATIVE HAWAIIANS,NHW,204,1977,0,10,0,10,0.7882270500818679,1.054697094150967,0
2,USA,NATIVE HAWAIIANS,NHW,204,1978,0,10,0,10,0.9339181368338936,1.0697816434910548,0
2,USA,NATIVE HAWAIIANS,NHW,204,1979,0,10,0,10,1.0791988034371571,1.0856635006393993,0
2,USA,NATIVE HAWAIIANS,NHW,204,1980,0,10,0,10,1.1971541140850028,1.0996163872838964,0
2,USA,NATIVE HAWAIIANS,NHW,204,1981,0,10,0,10,1.3806895073001322,1.1140257969476375,0
2,USA,NATIVE HAWAIIANS,NHW,204,1982,0,10,0,10,1.4406331409065285,1.1281587208391604,0
2,USA,NATIVE HAWAIIANS,NHW,204,1983,0,10,0,10,1.5860274796315978,1.1418415516131188,0
2,USA,NATIVE HAWAIIANS,NHW,204,1984,0,10,0,10,1.7926159597063065,1.1549135417275256,0
2,USA,NATIVE HAWAIIANS,NHW,204,1985,0,10,0,10,1.9387301610350316,1.1684099053527788,0
2,USA,NATIVE HAWAIIANS,NHW,204,1986,0,10,0,10,2.0480142834427446,1.1826135581627761,0
2,USA,NATIVE HAWAIIANS,NHW,204,1987,0,10,0,10,2.1747590487244164,1.1964764261837604,0
2,USA,NATIVE HAWAIIANS,NHW,204,1988,0,10,0,10,2.3552496495787136,1.210686508895437,0
2,USA,NATIVE HAWAIIANS,NHW,204,1989,0,10,0,10,2.543869987296189,1.225603880791858,0
2,USA,NATIVE HAWAIIANS,NHW,204,1990,0,10,0,10,2.678961905290512,1.2436333251011529,0
2,USA,NATIVE HAWAIIANS,NHW,204,1991,0,10,0,10,2.738379146310322,1.2652249349408862,0
2,USA,NATIVE HAWAIIANS,NHW,204,1992,0,10,0,10,2.8794023637247776,1.2879417775745305,0
2,USA,NATIVE HAWAIIANS,NHW,204,1993,0,10,0,10,3.0062242792910125,1.3098355927932,0
2,USA,NATIVE HAWAIIANS,NHW,204,1994,0,10,0,10,3.1774797963370025,1.33045628747933,0
2,USA,NATIVE HAWAIIANS,NHW,204,1995,0,10,0,10,3.30793220605719,1.350723337573088,0
2,USA,NATIVE HAWAIIANS,NHW,204,1996,0,10,0,10,3.4751638716116413,1.3707589112063845,0
2,USA,NATIVE HAWAIIANS,NHW,204,1997,0,10,0,10,3.6705010198044126,1.391739680386566,0
2,USA,NATIVE HAWAIIANS,NHW,204,1998,0,10,0,10,3.853148379183255,1.4122960760559011,0
2,USA,NATIVE HAWAIIANS,NHW,204,1999,0,10,0,10,4.0705490724948925,1.432781742806762,0
2,USA,NATIVE HAWAIIANS,NHW,204,2000,0,10,0,10,4.309097089238721,1.4528585385397255,0
2,USA,NATIVE HAWAIIANS,NHW,204,2001,0,NA,0,10,4.413657599346777,1.470904340518893,0
2,USA,NATIVE HAWAIIANS,NHW,204,2002,0,NA,0,10,4.530213211755893,1.4879836896962229,0
2,USA,NATIVE HAWAIIANS,NHW,204,2003,0,NA,0,10,4.7231795421417635,1.503947463791964,0
20,CANADA,QUEBECOIS,QEB,2001,1960,3,4,0,10,-0.15390146974508018,-0.2462648547914853,1
20,CANADA,QUEBECOIS,QEB,2001,1961,3,4,0,10,-0.15637179097492207,-0.2439372882526244,1
20,CANADA,QUEBECOIS,QEB,2001,1962,3,4,0,10,-0.15268458809525853,-0.24173183197655873,1
20,CANADA,QUEBECOIS,QEB,2001,1963,3,4,0,10,-0.1388127907194438,-0.2394813663887366,2
20,CANADA,QUEBECOIS,QEB,2001,1964,3,4,0,10,-0.11515733433043225,-0.2371601718824401,2
20,CANADA,QUEBECOIS,QEB,2001,1965,3,4,0,10,-0.08696522712669147,-0.2348904165895795,2
20,CANADA,QUEBECOIS,QEB,2001,1966,3,4,0,10,-0.0507190838821291,-0.23251135296816755,2
20,CANADA,QUEBECOIS,QEB,2001,1967,3,4,0,10,-0.0284466477359004,-0.23017086875683254,2
20,CANADA,QUEBECOIS,QEB,2001,1968,3,4,0,10,0.003709882402381132,-0.22803614139924128,2
20,CANADA,QUEBECOIS,QEB,2001,1969,3,4,0,10,0.043168824304510287,-0.22621004932226563,2
20,CANADA,QUEBECOIS,QEB,2001,1970,3,4,0,10,0.0900546018163964,-0.22430679842513607,2
20,CANADA,QUEBECOIS,QEB,2001,1971,3,4,0,10,0.1422121399763845,-0.22020431539676658,2
20,CANADA,QUEBECOIS,QEB,2001,1972,3,4,0,10,0.2167916673295651,-0.21855548927919283,1
20,CANADA,QUEBECOIS,QEB,2001,1973,3,4,0,10,0.31490029172142003,-0.21679810713156422,1
20,CANADA,QUEBECOIS,QEB,2001,1974,3,4,0,10,0.4713283695121318,-0.21476502365972236,0
20,CANADA,QUEBECOIS,QEB,2001,1975,3,4,0,10,0.5339598829346608,-0.2126090390471787,0
20,CANADA,QUEBECOIS,QEB,2001,1976,3,4,0,10,0.7039703158251934,-0.21063806199565904,0
20,CANADA,QUEBECOIS,QEB,2001,1977,3,4,0,10,0.7183502528262082,-0.20886318408556054,0
20,CANADA,QUEBECOIS,QEB,2001,1978,3,4,0,10,0.7451518437448374,-0.2073369826229164,0
20,CANADA,QUEBECOIS,QEB,2001,1979,3,4,0,10,0.8656433773432127,-0.20580447342672462,0
20,CANADA,QUEBECOIS,QEB,2001,1980,3,4,0,10,1.0132376804467704,-0.20378469342145764,0
20,CANADA,QUEBECOIS,QEB,2001,1981,3,4,0,10,1.1660708219691287,-0.20182840869527563,0
20,CANADA,QUEBECOIS,QEB,2001,1982,3,4,0,10,1.1849844969486087,-0.19991855428912123,0
20,CANADA,QUEBECOIS,QEB,2001,1983,3,4,0,10,1.3085248408257195,-0.19831423595097292,0
20,CANADA,QUEBECOIS,QEB,2001,1984,3,4,0,10,1.3678288804375887,-0.19676718874708385,0
20,CANADA,QUEBECOIS,QEB,2001,1985,3,4,0,10,1.3988552550284967,-0.19525575676859747,0
20,CANADA,QUEBECOIS,QEB,2001,1986,3,4,0,10,1.4442062928447026,-0.19359580049121652,0
20,CANADA,QUEBECOIS,QEB,2001,1987,3,4,0,10,1.6862317124283108,-0.1913689776518699,0
20,CANADA,QUEBECOIS,QEB,2001,1988,3,4,0,10,2.0304293918133562,-0.18914972280680004,0
20,CANADA,QUEBECOIS,QEB,2001,1989,3,4,0,10,2.2633874785656007,-0.18603100187558944,0
20,CANADA,QUEBECOIS,QEB,2001,1990,3,4,0,10,2.3593556690448465,-0.18336672710538027,0
20,CANADA,QUEBECOIS,QEB,2001,1991,3,4,0,10,2.401264707359851,-0.1811401678920025,0
20,CANADA,QUEBECOIS,QEB,2001,1992,3,4,0,10,2.2848955147985053,-0.17899358379571426,0
20,CANADA,QUEBECOIS,QEB,2001,1993,3,4,0,10,2.1855277005707454,-0.1769778096191936,0
20,CANADA,QUEBECOIS,QEB,2001,1994,3,4,0,10,2.1611954919995306,-0.17494661010854382,0
20,CANADA,QUEBECOIS,QEB,2001,1995,3,4,0,10,2.2500486775505593,-0.1730070431267285,0
20,CANADA,QUEBECOIS,QEB,2001,1996,3,4,0,10,2.3304086613311634,-0.1710272313903012,0
20,CANADA,QUEBECOIS,QEB,2001,1997,3,4,0,10,2.4092396964066043,-0.16912571656662512,0
20,CANADA,QUEBECOIS,QEB,2001,1998,3,4,0,10,2.2943545611910343,-0.1675232243205538,0
20,CANADA,QUEBECOIS,QEB,2001,1999,3,4,0,10,2.4628642721643303,-0.16594074192850902,0
20,CANADA,QUEBECOIS,QEB,2001,2000,3,4,0,10,2.718469975147412,-0.16411179497518769,0
20,CANADA,QUEBECOIS,QEB,2001,2001,3,NA,0,10,2.659260982443148,-0.16195667196946906,0
20,CANADA,QUEBECOIS,QEB,2001,2002,3,NA,0,10,2.71572413378834,-0.1597757972075241,0
20,CANADA,QUEBECOIS,QEB,2001,2003,3,NA,0,10,3.2437267446992823,-0.1579500330555341,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1960,0,5,0,10,-0.15390146974508018,-0.2462648547914853,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1961,0,5,0,10,-0.15637179097492207,-0.2439372882526244,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1962,0,5,0,10,-0.15268458809525853,-0.24173183197655873,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1963,0,5,0,10,-0.1388127907194438,-0.2394813663887366,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1964,0,5,0,10,-0.11515733433043225,-0.2371601718824401,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1965,0,5,0,10,-0.08696522712669147,-0.2348904165895795,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1966,0,5,0,10,-0.0507190838821291,-0.23251135296816755,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1967,0,5,0,10,-0.0284466477359004,-0.23017086875683254,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1968,0,5,0,10,0.003709882402381132,-0.22803614139924128,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1969,0,5,0,10,0.043168824304510287,-0.22621004932226563,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1970,0,5,0,10,0.0900546018163964,-0.22430679842513607,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1971,0,5,0,10,0.1422121399763845,-0.22020431539676658,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1972,0,5,0,10,0.2167916673295651,-0.21855548927919283,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1973,0,5,0,10,0.31490029172142003,-0.21679810713156422,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1974,0,5,0,10,0.4713283695121318,-0.21476502365972236,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1975,0,5,0,10,0.5339598829346608,-0.2126090390471787,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1976,0,5,0,10,0.7039703158251934,-0.21063806199565904,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1977,0,5,0,10,0.7183502528262082,-0.20886318408556054,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1978,0,5,0,10,0.7451518437448374,-0.2073369826229164,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1979,0,5,0,10,0.8656433773432127,-0.20580447342672462,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1980,0,5,0,10,1.0132376804467704,-0.20378469342145764,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1981,0,5,0,10,1.1660708219691287,-0.20182840869527563,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1982,0,5,0,10,1.1849844969486087,-0.19991855428912123,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1983,0,5,0,10,1.3085248408257195,-0.19831423595097292,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1984,0,5,0,10,1.3678288804375887,-0.19676718874708385,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1985,0,5,0,10,1.3988552550284967,-0.19525575676859747,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1986,0,5,0,10,1.4442062928447026,-0.19359580049121652,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1987,0,5,0,10,1.6862317124283108,-0.1913689776518699,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1988,0,5,0,10,2.0304293918133562,-0.18914972280680004,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1989,0,5,0,10,2.2633874785656007,-0.18603100187558944,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1990,0,5,0,10,2.3593556690448465,-0.18336672710538027,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1991,0,5,0,10,2.401264707359851,-0.1811401678920025,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1992,0,5,0,10,2.2848955147985053,-0.17899358379571426,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1993,0,5,0,10,2.1855277005707454,-0.1769778096191936,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1994,0,5,0,10,2.1611954919995306,-0.17494661010854382,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1995,0,5,0,10,2.2500486775505593,-0.1730070431267285,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1996,0,5,0,10,2.3304086613311634,-0.1710272313903012,0
