ccode,country,group,name,numcode,year,groupcon,aggdifxx,intercon,polity2,gdppc,country_pop,rebellion
710,CHINA,TIBETANS,TIB,71005,1991,3,15,1,-7,-0.40617613460175966,7.037984232886908,0
710,CHINA,TIBETANS,TIB,71005,1992,3,15,1,-7,-0.4018122917472927,7.129224537718896,0
710,CHINA,TIBETANS,TIB,71005,1993,3,15,1,-7,-0.4003808643516722,7.21583531334165,0
710,CHINA,TIBETANS,TIB,71005,1994,3,15,1,-7,-0.3877940026256531,7.301963846338442,0
710,CHINA,TIBETANS,TIB,71005,1995,3,15,1,-7,-0.369960090245365,7.3856811662054245,1
710,CHINA,TIBETANS,TIB,71005,1996,3,15,1,-7,-0.35689456838889044,7.467308768026572,1
710,CHINA,TIBETANS,TIB,71005,1997,3,15,1,-7,-0.34742120988613323,7.547843286562206,0
710,CHINA,TIBETANS,TIB,71005,1998,3,15,1,-7,-0.3412868991988707,7.624101920480979,1
710,CHINA,TIBETANS,TIB,71005,1999,3,15,1,-7,-0.33543152678843074,7.69354485861949,0
710,CHINA,TIBETANS,TIB,71005,2000,3,15,1,-7,-0.32415662772398657,7.757265184263253,0
710,CHINA,TIBETANS,TIB,71005,2001,3,NA,0,-7,-0.3118797380710031,7.8164524292229745,0
710,CHINA,TIBETANS,TIB,71005,2002,3,NA,0,-7,-0.2993848709763958,7.871428088582629,0
710,CHINA,TIBETANS,TIB,71005,2003,3,NA,0,-7,-0.28103092079565456,7.922867302018563,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1960,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1961,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1962,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1963,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1964,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1965,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1966,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1967,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1968,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1969,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1970,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1971,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1972,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1973,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1974,2,13,0,-8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1975,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1976,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1977,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1978,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1979,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1980,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1981,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1982,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1983,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1984,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1985,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1986,2,13,0,-7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1987,2,13,0,-1,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1988,2,13,0,-1,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1989,2,13,0,-1,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1990,2,13,0,-1,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1991,2,13,0,-1,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1992,2,13,0,7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1993,2,13,0,7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1994,2,13,0,7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1995,2,13,0,7,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1996,2,13,0,8,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1997,2,13,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1998,2,13,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,1999,2,13,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,2000,2,13,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,2001,2,NA,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,2002,2,NA,0,9,NA,NA,0
713,TAIWAN,ABORIGINAL TAIWANESE,ATA,71301,2003,2,NA,0,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1960,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1961,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1962,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1963,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1964,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1965,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1966,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1967,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1968,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1969,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1970,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1971,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1972,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1973,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1974,1,8,1,-8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1975,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1976,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1977,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1978,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1979,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1980,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1981,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1982,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1983,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1984,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1985,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1986,1,8,1,-7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1987,1,8,1,-1,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1988,1,8,1,-1,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1989,1,8,1,-1,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1990,1,8,1,-1,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1991,1,8,1,-1,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1992,1,8,1,7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1993,1,8,1,7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1994,1,8,1,7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1995,1,8,1,7,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1996,1,8,1,8,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1997,1,8,1,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1998,1,8,1,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,1999,1,8,1,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,2000,1,8,1,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,2001,1,NA,0,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,2002,1,NA,0,9,NA,NA,0
713,TAIWAN,MAINLAND CHINESE,CHI,71302,2003,1,NA,0,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1960,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1961,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1962,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1963,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1964,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1965,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1966,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1967,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1968,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1969,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1970,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1971,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1972,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1973,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1974,0,4,1,-8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1975,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1976,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1977,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1978,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1979,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1980,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1981,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1982,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1983,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1984,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1985,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1986,0,4,1,-7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1987,0,4,1,-1,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1988,0,4,1,-1,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1989,0,4,1,-1,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1990,0,4,1,-1,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1991,0,4,1,-1,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1992,0,4,1,7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1993,0,4,1,7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1994,0,4,1,7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1995,0,4,1,7,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1996,0,4,1,8,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1997,0,4,1,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1998,0,4,1,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,1999,0,4,1,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,2000,0,4,1,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,2001,0,NA,0,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,2002,0,NA,0,9,NA,NA,0
713,TAIWAN,TAIWANESE,TAI,71303,2003,0,NA,0,9,NA,NA,0
732,S. KOREA,HONAMESE,HON,73201,1960,2,8,0,8,-0.42908244206094626,-0.2005909162479423,0
732,S. KOREA,HONAMESE,HON,73201,1961,2,8,0,-7,-0.4375198331764674,-0.19574727774268286,0
732,S. KOREA,HONAMESE,HON,73201,1962,2,8,0,-7,-0.43590625985135834,-0.19094184571320294,0
732,S. KOREA,HONAMESE,HON,73201,1963,2,8,0,3,-0.43064560434114657,-0.1861276690174389,0
732,S. KOREA,HONAMESE,HON,73201,1964,2,8,0,3,-0.43362012085176854,-0.18148265660496063,0
732,S. KOREA,HONAMESE,HON,73201,1965,2,8,0,3,-0.43556918340882456,-0.1768497902767549,0
732,S. KOREA,HONAMESE,HON,73201,1966,2,8,0,3,-0.4323272362473941,-0.1721501944289194,0
732,S. KOREA,HONAMESE,HON,73201,1967,2,8,0,3,-0.428701227293667,-0.1676787636421807,0
732,S. KOREA,HONAMESE,HON,73201,1968,2,8,0,3,-0.4238196702139492,-0.16313077201614426,0
732,S. KOREA,HONAMESE,HON,73201,1969,2,8,0,3,-0.41792703162062644,-0.15859149290688354,0
732,S. KOREA,HONAMESE,HON,73201,1970,2,8,0,3,-0.4132273718144734,-0.15411267416311508,0
732,S. KOREA,HONAMESE,HON,73201,1971,2,8,0,3,-0.41036277449848063,-0.14998546816278796,0
732,S. KOREA,HONAMESE,HON,73201,1972,2,8,0,-9,-0.407347805289022,-0.14598155552716507,0
732,S. KOREA,HONAMESE,HON,73201,1973,2,8,0,-8,-0.39651597197232963,-0.14213812680756063,0
732,S. KOREA,HONAMESE,HON,73201,1974,2,8,0,-8,-0.3760242524301806,-0.1383501624198435,0
732,S. KOREA,HONAMESE,HON,73201,1975,2,8,0,-8,-0.3689385786920398,-0.13456642890743145,0
732,S. KOREA,HONAMESE,HON,73201,1976,2,8,0,-8,-0.3405595085601809,-0.1309155435936194,0
732,S. KOREA,HONAMESE,HON,73201,1977,2,8,0,-8,-0.3115167062854335,-0.12729376001480872,0
732,S. KOREA,HONAMESE,HON,73201,1978,2,8,0,-8,-0.26568357451408814,-0.1237097971176768,1
732,S. KOREA,HONAMESE,HON,73201,1979,2,8,0,-8,-0.2162018379124501,-0.1200765747437783,1
732,S. KOREA,HONAMESE,HON,73201,1980,2,8,0,-8,-0.2251332866657871,-0.11628589693755241,1
732,S. KOREA,HONAMESE,HON,73201,1981,2,8,0,-5,-0.2031269004120971,-0.11243134448804244,1
732,S. KOREA,HONAMESE,HON,73201,1982,2,8,0,-5,-0.1888407235976359,-0.10855344506553424,1
732,S. KOREA,HONAMESE,HON,73201,1983,2,8,0,-5,-0.16180699883025576,-0.1047980545597254,0
732,S. KOREA,HONAMESE,HON,73201,1984,2,8,0,-5,-0.13373554489679973,-0.10161169749274822,0
732,S. KOREA,HONAMESE,HON,73201,1985,2,8,0,-5,-0.12468056501226656,-0.09904109996010757,0
732,S. KOREA,HONAMESE,HON,73201,1986,2,8,0,-5,-0.07851193724834557,-0.0964181501679925,0
732,S. KOREA,HONAMESE,HON,73201,1987,2,8,0,1,0.015748475709366307,-0.09379464740433299,0
732,S. KOREA,HONAMESE,HON,73201,1988,2,8,0,6,0.17213520258079532,-0.09116123616218538,0
732,S. KOREA,HONAMESE,HON,73201,1989,2,8,0,6,0.3120671107257182,-0.08847488110960884,0
732,S. KOREA,HONAMESE,HON,73201,1990,2,8,0,6,0.4159299642767748,-0.08577274707831083,0
732,S. KOREA,HONAMESE,HON,73201,1991,2,8,0,6,0.5504325472601473,-0.08303090197424028,0
732,S. KOREA,HONAMESE,HON,73201,1992,2,8,0,6,0.6145686368056628,-0.08012292750047668,0
732,S. KOREA,HONAMESE,HON,73201,1993,2,8,0,6,0.713880244161282,-0.07725090903690482,0
732,S. KOREA,HONAMESE,HON,73201,1994,2,8,0,6,0.910393738236317,-0.0743773088175198,0
732,S. KOREA,HONAMESE,HON,73201,1995,2,8,0,6,1.1958426288956088,-0.07147452327441157,0
732,S. KOREA,HONAMESE,HON,73201,1996,2,8,0,6,1.3056338780658132,-0.06869879901839178,0
732,S. KOREA,HONAMESE,HON,73201,1997,2,8,0,6,1.1740620030131068,-0.06594102061795944,0
732,S. KOREA,HONAMESE,HON,73201,1998,2,8,0,8,0.6348733871212359,-0.063800358461118,0
732,S. KOREA,HONAMESE,HON,73201,1999,2,8,0,8,0.9479938086688106,-0.06167737210399349,0
732,S. KOREA,HONAMESE,HON,73201,2000,2,8,0,8,1.1555310425221854,-0.05916048996998331,0
732,S. KOREA,HONAMESE,HON,73201,2001,2,NA,0,8,1.0644069390517144,-0.056832524777218285,0
732,S. KOREA,HONAMESE,HON,73201,2002,2,NA,0,8,1.274464327752013,-0.055067053813276874,0
732,S. KOREA,HONAMESE,HON,73201,2003,2,NA,0,8,1.4719449143184984,-0.05347504873684479,0
740,JAPAN,KOREANS,KOR,74003,1960,1,15,1,10,-0.3870732480430954,0.23335156141813002,0
740,JAPAN,KOREANS,KOR,74003,1961,1,15,1,10,-0.3759940235082098,0.2490561333173677,0
740,JAPAN,KOREANS,KOR,74003,1962,1,15,1,10,-0.36681887226951376,0.25477231591043586,0
740,JAPAN,KOREANS,KOR,74003,1963,1,15,1,10,-0.3557874293948408,0.2610736195563378,0
740,JAPAN,KOREANS,KOR,74003,1964,1,15,1,10,-0.3403600302630202,0.2675935398593424,0
740,JAPAN,KOREANS,KOR,74003,1965,1,15,1,10,-0.32934262306680734,0.2743899459345652,0
740,JAPAN,KOREANS,KOR,74003,1966,1,15,1,10,-0.3111730950245804,0.28022186675786426,0
740,JAPAN,KOREANS,KOR,74003,1967,1,15,1,10,-0.2888544903722128,0.28623382482818904,0
740,JAPAN,KOREANS,KOR,74003,1968,1,15,1,10,-0.25981632341123323,0.28839427179249827,0
740,JAPAN,KOREANS,KOR,74003,1969,1,15,1,10,-0.23120144859543715,0.3019677942379054,0
740,JAPAN,KOREANS,KOR,74003,1970,1,15,1,10,-0.18294277247960933,0.30951006890794924,0
740,JAPAN,KOREANS,KOR,74003,1971,1,15,1,10,-0.15222716929585395,0.31820329597862207,0
740,JAPAN,KOREANS,KOR,74003,1972,1,15,1,10,-0.0612053566953149,0.3277902793827443,0
740,JAPAN,KOREANS,KOR,74003,1973,1,15,1,10,0.0738018933383899,0.33351932177917143,0
740,JAPAN,KOREANS,KOR,74003,1974,1,15,1,10,0.12042622242398814,0.3469128069775528,0
740,JAPAN,KOREANS,KOR,74003,1975,1,15,1,10,0.16041184136134118,0.3583451721636891,0
740,JAPAN,KOREANS,KOR,74003,1976,1,15,1,10,0.2309654461630855,0.3636884204593468,0
740,JAPAN,KOREANS,KOR,74003,1977,1,15,1,10,0.3800106600545253,0.3707098730933518,0
740,JAPAN,KOREANS,KOR,74003,1978,1,15,1,10,0.7056178107713781,0.37736482133162574,0
740,JAPAN,KOREANS,KOR,74003,1979,1,15,1,10,0.7427216020450187,0.38361468576409175,0
740,JAPAN,KOREANS,KOR,74003,1980,1,15,1,10,0.7899039278484213,0.38947875609578825,0
740,JAPAN,KOREANS,KOR,74003,1981,1,15,1,10,0.9072486599336805,0.3950470509502281,0
740,JAPAN,KOREANS,KOR,74003,1982,1,15,1,10,0.8046690930661775,0.400197402195501,0
740,JAPAN,KOREANS,KOR,74003,1983,1,15,1,10,0.9156419272555336,0.4054056225558893,0
740,JAPAN,KOREANS,KOR,74003,1984,1,15,1,10,0.9889161669647962,0.4102859179306236,0
740,JAPAN,KOREANS,KOR,74003,1985,1,15,1,10,1.0674718417208566,0.41501832556672946,0
740,JAPAN,KOREANS,KOR,74003,1986,1,15,1,10,1.7913885095677504,0.4197635930061944,0
740,JAPAN,KOREANS,KOR,74003,1987,1,15,1,10,2.267266989946714,0.42361510411221,0
740,JAPAN,KOREANS,KOR,74003,1988,1,15,1,10,2.831317258867118,0.42697151278890466,0
740,JAPAN,KOREANS,KOR,74003,1989,1,15,1,10,2.8000729113647784,0.43020575333368904,0
740,JAPAN,KOREANS,KOR,74003,1990,1,15,1,10,2.87159061913411,0.432912741940755,0
740,JAPAN,KOREANS,KOR,74003,1991,1,15,1,10,3.338601703156392,0.43538182418567983,0
740,JAPAN,KOREANS,KOR,74003,1992,1,15,1,10,3.6712095915440055,0.4373622339029633,0
740,JAPAN,KOREANS,KOR,74003,1993,1,15,1,10,4.234573929136746,0.4393362137185673,0
740,JAPAN,KOREANS,KOR,74003,1994,1,15,1,10,4.693328218465547,0.44206892193235126,0
740,JAPAN,KOREANS,KOR,74003,1995,1,15,1,10,5.239723114814336,0.44514241493514833,0
740,JAPAN,KOREANS,KOR,74003,1996,1,15,1,10,4.584405440063347,0.4471871236692267,0
740,JAPAN,KOREANS,KOR,74003,1997,1,15,1,10,4.137104191654737,0.44911609417307424,0
740,JAPAN,KOREANS,KOR,74003,1998,1,15,1,10,3.7286044926093167,0.4513215504491399,0
740,JAPAN,KOREANS,KOR,74003,1999,1,15,1,10,4.268711092231579,0.4528068577371025,0
740,JAPAN,KOREANS,KOR,74003,2000,1,15,1,10,4.596862916344987,0.45416999689315474,0
740,JAPAN,KOREANS,KOR,74003,2001,1,NA,0,10,3.983177269622353,0.45613754680707924,0
740,JAPAN,KOREANS,KOR,74003,2002,1,NA,0,10,3.7792366342121833,0.4580407977042088,0
740,JAPAN,KOREANS,KOR,74003,2003,1,NA,0,10,4.109163878688932,0.45979616086271,0
750,INDIA,KASHMIRIS,KAS,75007,1960,3,10,1,5,-0.4390443695327443,2.5355592560545954,4
750,INDIA,KASHMIRIS,KAS,75007,1961,3,10,1,5,-0.438629747198681,2.59403590686011,3
750,INDIA,KASHMIRIS,KAS,75007,1962,3,10,1,5,-0.43803677102715816,2.6547021899536567,3
750,INDIA,KASHMIRIS,KAS,75007,1963,3,10,1,5,-0.4365640183438502,2.717383559224244,2
750,INDIA,KASHMIRIS,KAS,75007,1964,3,10,1,5,-0.43467655188371923,2.781827422414296,2
750,INDIA,KASHMIRIS,KAS,75007,1965,3,10,1,5,-0.4341812864829897,2.847895877422491,1
750,INDIA,KASHMIRIS,KAS,75007,1966,3,10,1,5,-0.4380216371473126,2.915462415933286,1
750,INDIA,KASHMIRIS,KAS,75007,1967,3,10,1,8,-0.4371910261184374,2.9847065157922605,1
750,INDIA,KASHMIRIS,KAS,75007,1968,3,10,1,8,-0.43672779579113574,3.056163607772069,1
750,INDIA,KASHMIRIS,KAS,75007,1969,3,10,1,8,-0.43571322969134435,3.130560862313448,1
750,INDIA,KASHMIRIS,KAS,75007,1970,3,10,1,8,-0.43508296275813474,3.2083977541788617,1
750,INDIA,KASHMIRIS,KAS,75007,1971,3,10,1,8,-0.43427502087429876,3.289917500829238,1
750,INDIA,KASHMIRIS,KAS,75007,1972,3,10,1,8,-0.4337015379581986,3.3749159014470393,1
750,INDIA,KASHMIRIS,KAS,75007,1973,3,10,1,8,-0.4309777075060336,3.46289546167952,0
750,INDIA,KASHMIRIS,KAS,75007,1974,3,10,1,8,-0.4283976073949801,3.553122838380331,0
750,INDIA,KASHMIRIS,KAS,75007,1975,3,10,1,6,-0.429110356615571,3.645072342077862,0
750,INDIA,KASHMIRIS,KAS,75007,1976,3,10,1,6,-0.4287101124346679,3.738480745457158,0
750,INDIA,KASHMIRIS,KAS,75007,1977,3,10,1,8,-0.42541987639670714,3.8335062626789442,0
750,INDIA,KASHMIRIS,KAS,75007,1978,3,10,1,8,-0.4228685299598348,3.930540101821205,0
750,INDIA,KASHMIRIS,KAS,75007,1979,3,10,1,8,-0.4204707175978042,4.03017495193105,0
750,INDIA,KASHMIRIS,KAS,75007,1980,3,10,1,8,-0.4148942859038283,4.132780043682523,0
750,INDIA,KASHMIRIS,KAS,75007,1981,3,10,1,8,-0.41438443869549846,4.238437146135282,1
750,INDIA,KASHMIRIS,KAS,75007,1982,3,10,1,8,-0.41390760009851246,4.346809994721194,1
750,INDIA,KASHMIRIS,KAS,75007,1983,3,10,1,8,-0.41166444792447615,4.45733649386534,2
750,INDIA,KASHMIRIS,KAS,75007,1984,3,10,1,8,-0.4135727499783916,4.569245409010774,2
750,INDIA,KASHMIRIS,KAS,75007,1985,3,10,1,8,-0.4109837738211203,4.681939710926751,1
750,INDIA,KASHMIRIS,KAS,75007,1986,3,10,1,8,-0.40914611461432693,4.795203946467795,1
750,INDIA,KASHMIRIS,KAS,75007,1987,3,10,1,8,-0.4052233443273592,4.909057302460517,1
750,INDIA,KASHMIRIS,KAS,75007,1988,3,10,1,8,-0.40342476280191547,5.023424857690547,1
750,INDIA,KASHMIRIS,KAS,75007,1989,3,10,1,8,-0.40447731263934045,5.1382998607611245,3
750,INDIA,KASHMIRIS,KAS,75007,1990,3,10,1,8,-0.4016687557874724,5.2536723581844464,4
750,INDIA,KASHMIRIS,KAS,75007,1991,3,10,1,8,-0.41011667058107737,5.369381081596491,4
750,INDIA,KASHMIRIS,KAS,75007,1992,3,10,1,8,-0.4082963602374458,5.4853366875134215,4
750,INDIA,KASHMIRIS,KAS,75007,1993,3,10,1,8,-0.41036507484909446,5.6016976151425215,5
750,INDIA,KASHMIRIS,KAS,75007,1994,3,10,1,8,-0.4044786141151851,5.718708779438764,6
750,INDIA,KASHMIRIS,KAS,75007,1995,3,10,1,8,-0.4008554280050084,5.8365094456426245,6
750,INDIA,KASHMIRIS,KAS,75007,1996,3,10,1,8,-0.3974260737193959,5.955093904001411,6
750,INDIA,KASHMIRIS,KAS,75007,1997,3,10,1,8,-0.3953902600746952,6.074270762061733,6
750,INDIA,KASHMIRIS,KAS,75007,1998,3,10,1,9,-0.3956777286762147,6.193761167847554,6
750,INDIA,KASHMIRIS,KAS,75007,1999,3,10,1,9,-0.3919188154153225,6.313193858835899,6
750,INDIA,KASHMIRIS,KAS,75007,2000,3,10,1,9,-0.39174652859866343,6.432258875186409,6
