Municipality,Year,Ethnic_Vote_Share,Casualty,Log_Casualty,HHI_SB,HHI_CB,HHI_SC,HHI.1991,Pop_Density,Income_PC,Avg_Age,Avg_Age_Sqr,Refugees,Prison_Camps,Claims,CivilianCasualty,Partition,HHI.2013,TimedHHI,Net_Displacement,Gross_Displacement
Ljubuski,2010,88.33644085,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,0.853282462,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0.98094566,0.042342978,0,0.936904802,0.93295324,0.4432437,0.932922454
Ljubuski,2014,86.84180981,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,0.853282462,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0.98094566,0.042342978,0,0.936904802,0.938221989,0.447055818,0.940946056
Citluk,2006,98.16635161,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,0.965934391,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0.112709673,0.046409865,0,0.973764017,0.990208646,0.018826483,0.031377471
Citluk,2010,97.21280603,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,0.965934391,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0.112709673,0.046409865,0,0.973764017,0.980811715,0.019034325,0.031723875
Citluk,2014,96.69633429,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,0.965934391,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0.112709673,0.046409865,0,0.973764017,0.971414784,0.018935808,0.031559679
Capljina,2006,90.54260409,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,0.383720055,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,5.666738398,0.383760132,0,0.64748941,0.692857772,5.99154334,19.32769556
Capljina,2010,90.28270079,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,0.383720055,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,5.666738398,0.383760132,0,0.64748941,0.666932994,6.147505423,19.8308026
Capljina,2014,91.16359564,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,0.383720055,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,5.666738398,0.383760132,0,0.64748941,0.641008215,6.27463136,20.24088916
Neum,2006,91.82935647,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,0.773480116,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,4.208092486,0.046242775,0,0.953492426,0.933948732,-0.830670927,0.830670927
Neum,2010,92.96987088,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,0.773480116,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,4.208092486,0.046242775,0,0.953492426,0.945116557,-0.858652576,0.858652576
Neum,2014,96.32299928,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,0.773480116,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,4.208092486,0.046242775,0,0.953492426,0.956284382,-0.893675527,0.893675527
Ljubinje,2006,98.50984566,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,0.813576034,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,1.246404602,0.071907958,0,0.976254147,NA,3.687739464,8.860153257
Ljubinje,2010,98.69412356,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,0.813576034,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,1.246404602,0.071907958,0,0.976254147,NA,3.772660461,9.064184223
Ljubinje,2014,99.49392713,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,0.813576034,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,1.246404602,0.071907958,0,0.976254147,NA,3.923566879,9.426751593
Bileca,2006,96.03059748,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,0.663003599,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.304727492,0.127973502,0,0.970490375,0.950027671,7.082129591,8.633924887
Bileca,2010,95.29313233,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,0.663003599,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.304727492,0.127973502,0,0.970490375,0.961720645,7.278588395,8.873430607
Bileca,2014,98.31306991,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,0.663003599,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.304727492,0.127973502,0,0.970490375,0.973413618,7.460869565,9.095652174
Bosanska Krupa,2006,76.4936272,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,0.602820758,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,2.23079561,0.267489712,1,0.851311255,0.860645154,-3.029159592,11.37664298
Bosanska Krupa,2010,69.0627128,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,0.602820758,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,2.23079561,0.267489712,1,0.851311255,0.855311497,-3.032019808,11.38738512
Bosanska Krupa,2014,72.29246839,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,0.602820758,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,2.23079561,0.267489712,1,0.851311255,0.849977841,-3.029985322,11.37974418
Bosanski Novi (Novi Grad),2006,95.2412386,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,0.478168108,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,4.682587303,0.686427457,1,0.602193256,0.713655369,-0.805620856,3.626614544
Bosanski Novi (Novi Grad),2010,93.9883475,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,0.478168108,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,4.682587303,0.686427457,1,0.602193256,0.649962733,-0.831515812,3.743184297
Bosanski Novi (Novi Grad),2014,94.39991093,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,0.478168108,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,4.682587303,0.686427457,1,0.602193256,0.586270097,-0.864536977,3.891833669
Samac (Bosanski Samac),2006,90.7019623,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,0.378480635,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,4.978762136,0.373179612,1,0.472716125,0.544966573,4.008179959,5.331846068
Samac (Bosanski Samac),2010,94.5939729,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,0.378480635,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,4.978762136,0.373179612,1,0.472716125,0.503680603,4.173764906,5.552113985
Samac (Bosanski Samac),2014,94.24632562,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,0.378480635,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,4.978762136,0.373179612,1,0.472716125,0.462394633,4.230437171,5.627501766
Orasje,2006,88.9390519,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,0.591577375,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,1.138647019,0.222089047,1,0.625147443,NA,0.085280573,0.648132355
Orasje,2010,92.6823768,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,0.591577375,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,1.138647019,0.222089047,1,0.625147443,NA,0.08985937,0.682931212
Orasje,2014,92.29649399,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,0.591577375,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,1.138647019,0.222089047,1,0.625147443,NA,0.091785223,0.697567692
Gradacac,2006,72.9662078,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,0.421846203,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,1.445714993,0.309291105,1,0.705758729,NA,2.381362254,4.232895316
Gradacac,2010,61.2793397,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,0.421846203,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,1.445714993,0.309291105,1,0.705758729,NA,2.388810008,4.246133774
Gradacac,2014,62.58130602,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,0.421846203,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,1.445714993,0.309291105,1,0.705758729,NA,2.404031822,4.2731907
Bosanski Petrovac,2006,52.3313905,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,0.605483585,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,8.89187632,1.267524486,1,0.491753492,0.633845427,-8.478988472,29.25498947
Bosanski Petrovac,2010,75.8231117,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,0.605483585,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,8.89187632,1.267524486,1,0.491753492,0.552650035,-8.749040675,30.18674853
Bosanski Petrovac,2014,71.97403589,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,0.605483585,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,8.89187632,1.267524486,1,0.491753492,0.471454644,-9.155400883,31.58881006
Sanski Most,2006,76.5345827,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,0.400525822,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,6.015885386,1.711244134,1,0.761847025,0.768988478,-1.794253399,16.58904736
Sanski Most,2010,71.7995766,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,0.400525822,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,6.015885386,1.711244134,1,0.761847025,0.764907648,-1.816497927,16.79471258
Sanski Most,2014,72.85462696,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,0.400525822,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,6.015885386,1.711244134,1,0.761847025,0.760826817,-1.853721405,17.13886801
Doboj,2006,87.82902251,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,0.332408583,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,1,NA,NA,NA,NA
Doboj,2010,82.95177682,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,0.332408583,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,1,NA,NA,NA,NA
Doboj,2014,87.01284322,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,0.332408583,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,1,NA,NA,NA,NA
Lopare,2006,86.2302006,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,0.45218825,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,2.790669084,0.35959062,1,0.468488522,NA,0.847014193,5.288115639
Lopare,2010,85.1899057,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,0.45218825,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,2.790669084,0.35959062,1,0.468488522,NA,0.877074162,5.475787335
Lopare,2014,85.06453049,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,0.45218825,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,2.790669084,0.35959062,1,0.468488522,NA,0.912196668,5.695065686
Ugljevik,2006,90.4322487,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,0.48048568,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,1.860319694,0.191503498,1,0.508103446,NA,1.675069795,5.775240635
Ugljevik,2010,91.7049577,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,0.48048568,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,1.860319694,0.191503498,1,0.508103446,NA,1.709111007,5.892606607
Ugljevik,2014,91.15581098,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,0.48048568,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,1.860319694,0.191503498,1,0.508103446,NA,1.751328744,6.038163283
Drvar,2006,28.7916153,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,0.940947967,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,10.74389817,0.256919304,1,0.840151828,NA,-9.272492467,25.04520017
Drvar,2010,94.3897344,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,0.940947967,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,10.74389817,0.256919304,1,0.840151828,NA,-9.586968132,25.89460566
Drvar,2014,88.99392302,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,0.940947967,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,10.74389817,0.256919304,1,0.840151828,NA,-10.05414488,27.15646004
Kljuc,2006,86.6263071,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,0.469314892,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,NA,1.690246316,1,0.577180437,0.542391529,-7.311041449,17.5374434
Kljuc,2010,65.9123199,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,0.469314892,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,NA,1.690246316,1,0.577180437,0.562270905,-7.551446251,18.11411714
Kljuc,2014,79.09265996,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,0.469314892,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,NA,1.690246316,1,0.577180437,0.582150281,-7.808489268,18.73070199
Jajce,2006,81.5604938,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,0.312871225,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,4.605950186,0.513253494,1,0.426595317,NA,-8.80923687,23.86191347
Jajce,2010,76.5647996,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,0.312871225,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,4.605950186,0.513253494,1,0.426595317,NA,-8.861947595,24.004693
Jajce,2014,83.70464053,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,0.312871225,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,4.605950186,0.513253494,1,0.426595317,NA,-8.956875766,24.26182853
Skender Vakuf (Knezevo),2006,97.0383622,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,0.530041299,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,1.256566073,0.041198888,1,0.683851026,NA,-2.788046827,6.377079483
Skender Vakuf (Knezevo),2010,95.8892179,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,0.530041299,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,1.256566073,0.041198888,1,0.683851026,NA,-2.955102041,6.759183673
Skender Vakuf (Knezevo),2014,92.42777678,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,0.530041299,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,1.256566073,0.041198888,1,0.683851026,NA,-3.161848196,7.23207267
Kalesija,2006,64.3853063,1.604917601,0.473072416,0.678174219,0.791745171,0.182360698,0.662069272,150.9350181,4983.855151,27.21502547,740.6576115,4.147432371,0.119591476,2.056973379,0.48793322,1,0.815647353,NA,1.8710601,8.044302684
Kalesija,2010,54.6262114,1.604917601,0.473072416,0.678174219,0.791745171,0.182360698,0.662069272,150.9350181,4983.855151,27.21502547,740.6576115,4.147432371,0.119591476,2.056973379,0.48793322,1,0.815647353,NA,1.846207221,7.937451986
Kalesija,2014,68.86355323,1.604917601,0.473072416,0.678174219,0.791745171,0.182360698,0.662069272,150.9350181,4983.855151,27.21502547,740.6576115,4.147432371,0.119591476,2.056973379,0.48793322,1,0.815647353,NA,1.8287145,7.862245023
Zvornik,2006,92.3436013,5.05566148,1.6205087,0.508816526,0.590203792,0.378153155,0.49461068,162.9158317,27401.52531,28.8615167,832.9871461,9.774278861,0.344424626,6.119687558,2.76769789,1,0.499089996,0.598900022,-2.624857679,22.69132536
Zvornik,2010,92.3154966,5.05566148,1.6205087,0.508816526,0.590203792,0.378153155,0.49461068,162.9158317,27401.52531,28.8615167,832.9871461,9.774278861,0.344424626,6.119687558,2.76769789,1,0.499089996,0.541865722,-2.637152,22.79760708
Zvornik,2014,89.18952083,5.05566148,1.6205087,0.508816526,0.590203792,0.378153155,0.49461068,162.9158317,27401.52531,28.8615167,832.9871461,9.774278861,0.344424626,6.119687558,2.76769789,1,0.499089996,0.484831421,-2.681715292,23.18284709
Vlasenica,2006,98.2511538,8.225796948,2.107275185,0.495885062,0.55059107,0.421902401,0.483678253,66.94674556,24332.06647,27.89956396,778.3856693,4.548936421,0.353544281,6.219433151,5.924812916,1,0.536466498,0.717691959,-6.923938835,23.23688373
Vlasenica,2010,98.4790875,8.225796948,2.107275185,0.495885062,0.55059107,0.421902401,0.483678253,66.94674556,24332.06647,27.89956396,778.3856693,4.548936421,0.353544281,6.219433151,5.924812916,1,0.536466498,0.614134553,-7.215963731,24.21692541
Vlasenica,2014,96.9622734,8.225796948,2.107275185,0.495885062,0.55059107,0.421902401,0.483678253,66.94674556,24332.06647,27.89956396,778.3856693,4.548936421,0.353544281,6.219433151,5.924812916,1,0.536466498,0.510577146,-7.28855894,24.46055644
Kupres (FBiH),2006,92.8776978,2.983988355,1.09326078,0.445938853,0.342040441,0.457699219,0.419976801,15.46302251,14096.17384,33.8216885,1143.906613,3.514244126,0.10397172,5.812019131,0.540652942,1,0.713040417,NA,-22.89460414,31.36661624
Kupres (FBiH),2010,95.2999382,2.983988355,1.09326078,0.445938853,0.342040441,0.457699219,0.419976801,15.46302251,14096.17384,33.8216885,1143.906613,3.514244126,0.10397172,5.812019131,0.540652942,1,0.713040417,NA,-23.84453782,32.66806723
Kupres (FBiH),2014,87.6260928,2.983988355,1.09326078,0.445938853,0.342040441,0.457699219,0.419976801,15.46302251,14096.17384,33.8216885,1143.906613,3.514244126,0.10397172,5.812019131,0.540652942,1,0.713040417,NA,-24.64043419,33.75848033
Ilidza,2006,82.8493095,2.427248775,0.886758425,0.402633093,0.368785396,0.310633393,0.338896146,401.9940828,47974.82962,31.03771141,963.3395295,3.713734784,NA,NA,0.628523485,1,0.558859424,0.515902116,5.344135465,12.23706299
Ilidza,2010,68.6535999,2.427248775,0.886758425,0.402633093,0.368785396,0.310633393,0.338896146,401.9940828,47974.82962,31.03771141,963.3395295,3.713734784,NA,NA,0.628523485,1,0.558859424,0.540449149,4.826695144,11.05222218
Ilidza,2014,67.46928747,2.427248775,0.886758425,0.402633093,0.368785396,0.310633393,0.338896146,401.9940828,47974.82962,31.03771141,963.3395295,3.713734784,NA,NA,0.628523485,1,0.558859424,0.564996182,4.622182943,10.58392778
Stari Grad Sarajevo,2006,69.5227171,2.331310106,0.846430387,0.698612987,0.755686496,0.087262327,0.619490094,409.2258065,34029.87545,33.25353736,1105.797747,2.486993536,NA,0.721267539,NA,1,0.748807055,0.731472808,0.655569907,3.711646723
Stari Grad Sarajevo,2010,54.4789419,2.331310106,0.846430387,0.698612987,0.755686496,0.087262327,0.619490094,409.2258065,34029.87545,33.25353736,1105.797747,2.486993536,NA,0.721267539,NA,1,0.748807055,0.741378092,0.590845194,3.345194166
Stari Grad Sarajevo,2014,56.64927032,2.331310106,0.846430387,0.698612987,0.755686496,0.087262327,0.619490094,409.2258065,34029.87545,33.25353736,1105.797747,2.486993536,NA,0.721267539,NA,1,0.748807055,0.751283376,0.601897431,3.407768728
Novo Sarajevo,2006,64.0260074,1.990766545,0.688519763,0.351334328,0.302132925,0.292502053,0.282722683,2023.170213,48739.48617,34.57496661,1195.428316,2.369359232,NA,NA,NA,1,0.454131307,0.445279723,1.610581029,7.506283706
Novo Sarajevo,2010,53.835102,1.990766545,0.688519763,0.351334328,0.302132925,0.292502053,0.282722683,2023.170213,48739.48617,34.57496661,1195.428316,2.369359232,NA,NA,NA,1,0.454131307,0.450337771,1.586729174,7.395119606
Novo Sarajevo,2014,55.59623949,1.990766545,0.688519763,0.351334328,0.302132925,0.292502053,0.282722683,2023.170213,48739.48617,34.57496661,1195.428316,2.369359232,NA,NA,NA,1,0.454131307,0.455395819,1.564425903,7.291172845
Trnovo (FBiH),2006,95.124283,5.049349163,1.619259356,0.56772785,0.682893225,0.292268166,0.556367229,15.50110865,13835.93191,34.61929624,1198.495672,1.230153054,NA,5.192390216,1.802317265,1,0.517129038,0.499111469,-12.00510856,22.94593444
Trnovo (FBiH),2010,89.3900344,5.049349163,1.619259356,0.56772785,0.682893225,0.292268166,0.556367229,15.50110865,13835.93191,34.61929624,1198.495672,1.230153054,NA,5.192390216,1.802317265,1,0.517129038,0.509407223,-11.61210624,22.19477044
Trnovo (FBiH),2014,61.1741683,5.049349163,1.619259356,0.56772785,0.682893225,0.292268166,0.556367229,15.50110865,13835.93191,34.61929624,1198.495672,1.230153054,NA,5.192390216,1.802317265,1,0.517129038,0.519702976,-11.32075472,21.63789643
Pale (RS),2006,97.858473,2.904310608,1.06619605,0.571942065,0.25939514,0.682232721,0.547990247,29.46846847,30667.07429,34.02146133,1157.459831,0.648119841,NA,12.90125344,0.354631611,1,0.884210418,0.876760675,3.408137201,10.0711549
Pale (RS),2010,97.3731166,2.904310608,1.06619605,0.571942065,0.25939514,0.682232721,0.547990247,29.46846847,30667.07429,34.02146133,1157.459831,0.648119841,NA,12.90125344,0.354631611,1,0.884210418,0.881017671,3.424255756,10.11878575
Pale (RS),2014,97.84547461,2.904310608,1.06619605,0.571942065,0.25939514,0.682232721,0.547990247,29.46846847,30667.07429,34.02146133,1157.459831,0.648119841,NA,12.90125344,0.354631611,1,0.884210418,0.885274667,3.4411613,10.16874217
Foca (Srbinje),2006,92.2781095,6.792881297,1.915875196,0.484556137,0.510869257,0.449780563,0.468292967,32.00078989,20574.55632,34.47116975,1188.261544,5.183521339,0.370251524,4.961370424,4.475106756,1,0.719771629,0.781338842,-13.18746966,25.21002128
Foca (Srbinje),2010,89.3522707,6.792881297,1.915875196,0.484556137,0.510869257,0.449780563,0.468292967,32.00078989,20574.55632,34.47116975,1188.261544,5.183521339,0.370251524,4.961370424,4.475106756,1,0.719771629,0.746157577,-13.49069936,25.78969482
Foca (Srbinje),2014,95.85973053,6.792881297,1.915875196,0.484556137,0.510869257,0.449780563,0.468292967,32.00078989,20574.55632,34.47116975,1188.261544,5.183521339,0.370251524,4.961370424,4.475106756,1,0.719771629,0.710976313,-13.71224474,26.21321532
Gorazde,2006,74.4285584,4.284991882,1.455118658,0.580597186,0.697747992,0.259875175,0.559109906,99.66312997,23465.99952,32.33778245,1045.732174,3.569052245,0.079844569,5.77010087,1.333404306,1,0.785458836,0.757069717,-0.443708217,20.81287346
Gorazde,2010,59.0519458,4.284991882,1.455118658,0.580597186,0.697747992,0.259875175,0.559109906,99.66312997,23465.99952,32.33778245,1045.732174,3.569052245,0.079844569,5.77010087,1.333404306,1,0.785458836,0.773292071,-0.453240671,21.26000907
Gorazde,2014,67.54844145,4.284991882,1.455118658,0.580597186,0.697747992,0.259875175,0.559109906,99.66312997,23465.99952,32.33778245,1045.732174,3.569052245,0.079844569,5.77010087,1.333404306,1,0.785458836,0.789514424,-0.458715596,21.51681957
Stolac,2006,96.037362,0.979604946,-0.020605905,0.360650832,0.389302257,0.284122506,0.342091205,34.53049908,23226.21915,34.0616937,1160.198978,4.625020074,0.2141213,4.625020074,0.540656282,1,0.397232604,0.494465317,-3.548866592,9.284033197
Stolac,2010,90.7048402,0.979604946,-0.020605905,0.360650832,0.389302257,0.284122506,0.342091205,34.53049908,23226.21915,34.0616937,1160.198978,4.625020074,0.2141213,4.625020074,0.540656282,1,0.397232604,0.438903767,-3.622913505,9.477744057
Stolac,2014,92.69119679,0.979604946,-0.020605905,0.360650832,0.389302257,0.284122506,0.342091205,34.53049908,23226.21915,34.0616937,1160.198978,4.625020074,0.2141213,4.625020074,0.540656282,1,0.397232604,0.383342217,-3.670488758,9.602203574
Trebinje,2006,93.9261917,1.125951736,0.118628666,0.583423603,0.15422905,0.653001071,0.512594153,25.72282158,30825.10647,35.03040715,1227.129425,8.581752484,0.064524455,6.052393857,0.187120919,1,0.747151491,0.78226963,5.403635683,9.095444483
Trebinje,2010,94.6264483,1.125951736,0.118628666,0.583423603,0.15422905,0.653001071,0.512594153,25.72282158,30825.10647,35.03040715,1227.129425,8.581752484,0.064524455,6.052393857,0.187120919,1,0.747151491,0.762202122,5.378312954,9.052821054
Trebinje,2014,97.15580466,1.125951736,0.118628666,0.583423603,0.15422905,0.653001071,0.512594153,25.72282158,30825.10647,35.03040715,1227.129425,8.581752484,0.064524455,6.052393857,0.187120919,1,0.747151491,0.742134614,5.412073327,9.109646795
Mostar,2006,84.0740386,1.99797833,0.692135834,0.290678818,0.343133902,0.285835473,0.281697834,103.201304,35420.85479,32.21924851,1038.079974,5.114982468,0.118457213,7.70445715,0.682313548,1,0.430648671,0.419611513,-2.63113269,9.371402051
Mostar,2010,75.4439935,1.99797833,0.692135834,0.290678818,0.343133902,0.285835473,0.281697834,103.201304,35420.85479,32.21924851,1038.079974,5.114982468,0.118457213,7.70445715,0.682313548,1,0.430648671,0.425918461,-2.62878646,9.363045398
Mostar,2014,81.78373402,1.99797833,0.692135834,0.290678818,0.343133902,0.285835473,0.281697834,103.201304,35420.85479,32.21924851,1038.079974,5.114982468,0.118457213,7.70445715,0.682313548,1,0.430648671,0.432225408,-2.605137812,9.278815139
Odzak,2006,76.64892759,0.89832313,-0.107225442,0.198175511,0.450762802,0.452151716,0.375836676,146.6146341,15726.90977,30.59808358,936.2427186,7.229837636,0.099813681,NA,0.399254725,1,NA,NA,NA,NA
Odzak,2010,76.95742781,0.89832313,-0.107225442,0.198175511,0.450762802,0.452151716,0.375836676,146.6146341,15726.90977,30.59808358,936.2427186,7.229837636,0.099813681,NA,0.399254725,1,NA,NA,NA,NA
Odzak,2014,81.50049685,0.89832313,-0.107225442,0.198175511,0.450762802,0.452151716,0.375836676,146.6146341,15726.90977,30.59808358,936.2427186,7.229837636,0.099813681,NA,0.399254725,1,NA,NA,NA,NA
Modrica,2006,91.34523291,1.766208969,0.568835424,0.324494839,0.283549548,0.318316105,0.288108816,121.1326531,25311.43122,32.06027293,1027.861101,12.67514672,0.028079634,NA,0.350995423,1,NA,NA,NA,NA
Modrica,2010,92.39528587,1.766208969,0.568835424,0.324494839,0.283549548,0.318316105,0.288108816,121.1326531,25311.43122,32.06027293,1027.861101,12.67514672,0.028079634,NA,0.350995423,1,NA,NA,NA,NA
Modrica,2014,92.00230564,1.766208969,0.568835424,0.324494839,0.283549548,0.318316105,0.288108816,121.1326531,25311.43122,32.06027293,1027.861101,12.67514672,0.028079634,NA,0.350995423,1,NA,NA,NA,NA
Velika Kladusa,1990,92.56416185,2.052619642,0.719116852,0.874009057,0.899435445,0.035728774,0.836081394,159.3614458,10092.8971,25.80023815,665.6522886,3.169652983,0.018900733,0.988508354,0.372344447,0,0.674579067,0.836081394,0,0
Cazin,1990,92.0470997,1.466668769,0.382993686,0.960973649,0.970755334,0.010742002,0.946842764,178.1151685,7635.556467,26.55410115,705.120288,2.143228879,0.047311896,0.249175984,0.165591635,0,0.921352228,0.946842764,0,0
Bihac,1990,73.97447019,2.212577051,0.794157923,0.5579775,0.598700696,0.148697329,0.479180161,102.8081395,20270.28785,29.95661794,897.3989583,1.528304021,0.197930215,3.555674942,0.38596392,0,0.780528221,0.479180161,0,0
Bosanska Dubica (Kozarska Dubica),1990,75.9256622,1.167499842,0.154864575,0.576875644,0.190493839,0.672702619,0.519002269,63.33867735,25089.06537,34.83177245,1213.252372,7.729545023,0.126558248,3.790419541,0.120230336,0,0.762871501,0.519002269,0,0
