Municipality,Year,Ethnic_Vote_Share,Casualty,Log_Casualty,HHI_SB,HHI_CB,HHI_SC,HHI.1991,Pop_Density,Income_PC,Avg_Age,Avg_Age_Sqr,Refugees,Prison_Camps,Claims,CivilianCasualty,Partition,HHI.2013,TimedHHI,Net_Displacement,Gross_Displacement
Olovo,2014,70.63886764,1.669025714,0.512240051,0.636297878,0.714719808,0.163125067,0.598151156,41.55882353,19575.43053,29.90991389,894.6029492,1.645435244,0.058976174,2.653927813,0.353857042,0,0.909759938,0.90560357,-5.87216352,20.57855534
Kladanj,2006,72.66905255,1.418792782,0.349806357,0.602042208,0.720922362,0.243724328,0.583855968,49.44615385,14980.2738,29.64614188,878.8937283,2.153080274,0.062227754,2.221530803,0.180460485,0,0.944222084,0.956279068,-3.956952556,16.09685675
Kladanj,2010,53.26527305,1.418792782,0.349806357,0.602042208,0.720922362,0.243724328,0.583855968,49.44615385,14980.2738,29.64614188,878.8937283,2.153080274,0.062227754,2.221530803,0.180460485,0,0.944222084,0.949389363,-4.025098458,16.37407382
Kladanj,2014,78.66888519,1.418792782,0.349806357,0.602042208,0.720922362,0.243724328,0.583855968,49.44615385,14980.2738,29.64614188,878.8937283,2.153080274,0.062227754,2.221530803,0.180460485,0,0.944222084,0.942499658,-4.125615764,16.78297756
Sekovici,2006,96.44228308,1.952435352,0.669077492,0.906295384,0.032879348,0.936755855,0.880974452,48.38693467,13052.23803,30.7204798,943.7478792,0.571191193,0.415411777,1.588950047,0.197320594,0,0.958404258,0.957977866,-0.401123145,1.644604893
Sekovici,2010,95.79487179,1.952435352,0.669077492,0.906295384,0.032879348,0.936755855,0.880974452,48.38693467,13052.23803,30.7204798,943.7478792,0.571191193,0.415411777,1.588950047,0.197320594,0,0.958404258,0.958221518,-0.412796698,1.69246646
Sekovici,2014,95.57984791,1.952435352,0.669077492,0.906295384,0.032879348,0.936755855,0.880974452,48.38693467,13052.23803,30.7204798,943.7478792,0.571191193,0.415411777,1.588950047,0.197320594,0,0.958404258,0.958465171,-0.42593973,1.746352891
Bratunac,2006,97.12556732,10.3334424,2.335385471,0.536539557,0.639375006,0.340143309,0.526971609,115.1335616,11111.15738,27.40242125,750.8926904,5.294625063,0.089235254,4.988250692,6.734287159,0,0.515862186,0.702296233,-19.46157913,41.48308072
Bratunac,2010,95.97120485,10.3334424,2.335385471,0.536539557,0.639375006,0.340143309,0.526971609,115.1335616,11111.15738,27.40242125,750.8926904,5.294625063,0.089235254,4.988250692,6.734287159,0,0.515862186,0.595762492,-19.86507758,42.34315268
Bratunac,2014,93.54878653,10.3334424,2.335385471,0.536539557,0.639375006,0.340143309,0.526971609,115.1335616,11111.15738,27.40242125,750.8926904,5.294625063,0.089235254,4.988250692,6.734287159,0,0.515862186,0.489228751,-20.07362298,42.78767497
Srebrenica,2006,97.04878049,20.85583374,3.037633705,0.630288624,0.750943779,0.225749898,0.617103032,68.79174484,16670.92129,27.870234,776.7499435,4.674630448,0.054546446,4.720994927,16.04483718,0,0.49430288,0.684470585,-43.82695971,56.51224385
Srebrenica,2010,96.89592209,20.85583374,3.037633705,0.630288624,0.750943779,0.225749898,0.617103032,68.79174484,16670.92129,27.870234,776.7499435,4.674630448,0.054546446,4.720994927,16.04483718,0,0.49430288,0.575803325,-44.36917866,57.21140276
Srebrenica,2014,90.72184429,20.85583374,3.037633705,0.630288624,0.750943779,0.225749898,0.617103032,68.79174484,16670.92129,27.870234,776.7499435,4.674630448,0.054546446,4.720994927,16.04483718,0,0.49430288,0.467136065,-43.07636098,55.54439167
Livno,2006,84.18494001,0.231527094,-1.463058376,0.124016575,0.626656637,0.648580218,0.552204036,40.84507042,15004.97537,32.33848522,1045.777626,2.396551724,0.246305419,1.435960591,0.064039409,0,0.749783895,0.728153855,-0.725891147,2.369185149
Livno,2010,73.98114355,0.231527094,-1.463058376,0.124016575,0.626656637,0.648580218,0.552204036,40.84507042,15004.97537,32.33848522,1045.777626,2.396551724,0.246305419,1.435960591,0.064039409,0,0.749783895,0.740513878,-0.73718552,2.406048058
Livno,2014,89.22225947,0.231527094,-1.463058376,0.124016575,0.626656637,0.648580218,0.552204036,40.84507042,15004.97537,32.33848522,1045.777626,2.396551724,0.246305419,1.435960591,0.064039409,0,0.749783895,0.752873901,-0.745061983,2.431755493
Bugojno,2006,70.73645049,1.695493613,0.527973916,0.34820214,0.384996088,0.286800258,0.32906799,129.8864266,22862.14251,28.91799782,836.2505982,5.852118834,0.255923564,7.846189938,0.420141184,0,0.647531202,0.619668313,-1.441229849,8.15629337
Bugojno,2010,58.90459615,1.695493613,0.527973916,0.34820214,0.384996088,0.286800258,0.32906799,129.8864266,22862.14251,28.91799782,836.2505982,5.852118834,0.255923564,7.846189938,0.420141184,0,0.647531202,0.635589964,-1.451261792,8.213066731
Bugojno,2014,62.98350201,1.695493613,0.527973916,0.34820214,0.384996088,0.286800258,0.32906799,129.8864266,22862.14251,28.91799782,836.2505982,5.852118834,0.255923564,7.846189938,0.420141184,0,0.647531202,0.651511615,-1.453723147,8.226996177
Gornji Vakuf - Uskopolje,2006,87.58897373,2.509828839,0.920214559,0.554176064,0.500853461,0.420882309,0.492749881,62.63930348,14068.42461,27.90887971,778.9055667,5.246018824,0.079424963,1.370080616,0.488463524,0,0.500065352,0.543837865,-0.338357428,6.131446734
Gornji Vakuf - Uskopolje,2010,80.21544369,2.509828839,0.920214559,0.554176064,0.500853461,0.420882309,0.492749881,62.63930348,14068.42461,27.90887971,778.9055667,5.246018824,0.079424963,1.370080616,0.488463524,0,0.500065352,0.518825,-0.345332775,6.257848472
Gornji Vakuf - Uskopolje,2014,79.37790569,2.509828839,0.920214559,0.554176064,0.500853461,0.420882309,0.492749881,62.63930348,14068.42461,27.90887971,778.9055667,5.246018824,0.079424963,1.370080616,0.488463524,0,0.500065352,0.493812136,-0.353925354,6.413556414
Novi Travnik,2006,81.59585259,1.56285612,0.446514993,0.314631477,0.387443802,0.329819716,0.323200753,126.9132231,22223.61866,27.96838472,782.230544,2.158695015,0,7.788232996,0.273499821,0,0.469880621,0.459958767,-0.98284057,12.00354467
Novi Travnik,2010,65.43556028,1.56285612,0.446514993,0.314631477,0.387443802,0.329819716,0.323200753,126.9132231,22223.61866,27.96838472,782.230544,2.158695015,0,7.788232996,0.273499821,0,0.469880621,0.465628398,-0.980549751,11.97556663
Novi Travnik,2014,82.25579053,1.56285612,0.446514993,0.314631477,0.387443802,0.329819716,0.323200753,126.9132231,22223.61866,27.96838472,782.230544,2.158695015,0,7.788232996,0.273499821,0,0.469880621,0.471298029,-0.978269585,11.94771871
Vitez,2006,86.86440678,3.607451811,1.283001654,0.371844505,0.435132714,0.412500855,0.383964754,175.2138365,22011.19925,28.43223016,808.3917118,2.196776625,0.287160343,4.949926415,1.03736674,0,0.474696665,0.466249994,0.624449604,3.946841726
Vitez,2010,79.82413288,3.607451811,1.283001654,0.371844505,0.435132714,0.412500855,0.383964754,175.2138365,22011.19925,28.43223016,808.3917118,2.196776625,0.287160343,4.949926415,1.03736674,0,0.474696665,0.471076663,0.62129117,3.926878808
Vitez,2014,87.99227475,3.607451811,1.283001654,0.371844505,0.435132714,0.412500855,0.383964754,175.2138365,22011.19925,28.43223016,808.3917118,2.196776625,0.287160343,4.949926415,1.03736674,0,0.474696665,0.475903332,0.616844603,3.898774219
Busovaca,2006,85.9229335,1.949255787,0.667447652,0.419171963,0.465265458,0.452878585,0.434298136,119.4873418,11141.32104,28.05964299,787.3435647,2.473647969,0.052968907,4.279887706,0.354891679,0,0.480550073,0.524140776,-0.012449424,5.925925926
Busovaca,2010,75.37648613,1.949255787,0.667447652,0.419171963,0.465265458,0.452878585,0.434298136,119.4873418,11141.32104,28.05964299,787.3435647,2.473647969,0.052968907,4.279887706,0.354891679,0,0.480550073,0.499231803,-0.0124471,5.924819517
Busovaca,2014,83.27940986,1.949255787,0.667447652,0.419171963,0.465265458,0.452878585,0.434298136,119.4873418,11141.32104,28.05964299,787.3435647,2.473647969,0.052968907,4.279887706,0.354891679,0,0.480550073,0.47432283,-0.012523482,5.961177207
Fojnica,2006,83.50897736,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,0.412774463,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,3.411880216,0.196367207,0,0.4697454,0.767112914,0.177907165,4.140384927
Fojnica,2010,67.05549664,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,0.412774463,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,3.411880216,0.196367207,0,0.4697454,0.59718862,0.183089214,4.260985353
Fojnica,2014,73.81035689,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,0.412774463,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,3.411880216,0.196367207,0,0.4697454,0.427264327,0.189312452,4.405817055
Kiseljak,2006,89.70062831,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,0.435461347,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,6.571759642,0.397285218,0,0.469706895,0.699736671,0.153794396,4.979093574
Kiseljak,2010,74.82339317,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,0.435461347,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,6.571759642,0.397285218,0,0.469706895,0.568291085,0.154387996,4.998311381
Kiseljak,2014,88.15955567,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,0.435461347,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,6.571759642,0.397285218,0,0.469706895,0.436845498,0.155755658,5.042589438
Visoko,2006,77.03269587,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,0.583798953,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,2.933275563,0.359618718,0,0.847254818,0.907733012,0.23955682,6.088735838
Visoko,2010,57.80275275,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,0.583798953,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,2.933275563,0.359618718,0,0.847254818,0.873174044,0.238095238,6.051587302
Visoko,2014,78.98627244,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,0.583798953,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,2.933275563,0.359618718,0,0.847254818,0.838615076,0.239067636,6.07630242
Breza,2006,68.17798753,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,0.591436297,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,2.292544898,0.369579026,0,0.863612621,0.865078594,-1.002234713,3.941220289
Breza,2010,58.07232346,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,0.591436297,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,2.292544898,0.369579026,0,0.863612621,0.864240895,-1.02188773,4.018504454
Breza,2014,73.3167856,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,0.591436297,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,2.292544898,0.369579026,0,0.863612621,0.863403196,-1.073475013,4.221367955
Ilijas,2006,77.4941355,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,0.385994967,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,8.580844981,0.464580686,0,0.858939848,0.79464603,5.481092796,37.85433183
Ilijas,2010,61.82735426,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,0.385994967,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,8.580844981,0.464580686,0,0.858939848,0.831385355,5.212627468,36.00021697
Ilijas,2014,63.81872986,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,0.385994967,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,8.580844981,0.464580686,0,0.858939848,0.868124679,4.83546342,33.39539096
Sokolac,2006,98.46413502,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,0.560446526,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,3.077336558,0.880198885,0,0.87897356,0.91388132,-6.009587279,14.54460424
Sokolac,2010,98.0359147,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,0.560446526,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,3.077336558,0.880198885,0,0.87897356,0.893934029,-6.10560076,14.77697928
Sokolac,2014,97.5466964,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,0.560446526,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,3.077336558,0.880198885,0,0.87897356,0.873986737,-6.254563154,15.13750304
Han Pijesak,2006,99.32005828,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,0.49564192,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,1.606805293,0.929426591,0,0.770320282,NA,-7.014197923,14.89722399
Han Pijesak,2010,98.87992832,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,0.49564192,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,1.606805293,0.929426591,0,0.770320282,NA,-7.139775669,15.16393443
Han Pijesak,2014,96.53206651,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,0.49564192,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,1.606805293,0.929426591,0,0.770320282,NA,-7.352287872,15.61528209
Tomislavgrad,2006,93.47907324,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,0.760706296,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.526508714,0.113299344,0,0.849089773,0.873831271,0.755795031,1.052327053
Tomislavgrad,2010,92.58955428,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,0.760706296,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.526508714,0.113299344,0,0.849089773,0.859693272,0.770762649,1.073167134
Tomislavgrad,2014,92.81605522,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,0.760706296,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.526508714,0.113299344,0,0.849089773,0.845555273,0.787965616,1.09711959
Prozor (Prozor-Rama),2006,96.39350116,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,0.51865527,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,2.044534413,1.265182186,0,0.622599118,0.560842157,-4.863147605,7.710166177
Prozor (Prozor-Rama),2010,92.73716205,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,0.51865527,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,2.044534413,1.265182186,0,0.622599118,0.596131849,-4.97997998,7.895395396
Prozor (Prozor-Rama),2014,95.07090972,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,0.51865527,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,2.044534413,1.265182186,0,0.622599118,0.631421541,-5.087562316,8.06595935
Jablanica,2006,67.2457095,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,0.550589219,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,2.253565519,0.654006776,0,0.805839036,0.918675642,1.177262025,11.85671039
Jablanica,2010,59.47290822,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,0.550589219,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,2.253565519,0.654006776,0,0.805839036,0.854197581,1.188051595,11.96537678
Jablanica,2014,67.27167407,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,0.550589219,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,2.253565519,0.654006776,0,0.805839036,0.789719521,1.208459215,12.17091066
Konjic,2006,79.50746,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,0.387320065,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,4.423629154,0.540134008,0,0.804056075,0.824054282,-6.03551922,14.8157054
Konjic,2010,64.48316424,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,0.387320065,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,4.423629154,0.540134008,0,0.804056075,0.812626735,-6.215948489,15.25861459
Konjic,2014,68.73300707,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,0.387320065,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,4.423629154,0.540134008,0,0.804056075,0.801199188,-6.424836362,15.7713826
Kresevo,2006,87.82691393,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,0.544522104,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,2.198781756,0.267419403,0,0.656248304,0.716229453,0.664451827,4.161566707
Kresevo,2010,74.56670697,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,0.544522104,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,2.198781756,0.267419403,0,0.656248304,0.681954511,0.679299249,4.254558455
Kresevo,2014,88.7438091,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,0.544522104,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,2.198781756,0.267419403,0,0.656248304,0.647679568,0.696480938,4.362170088
Hadzici,2006,79.62726827,3.5,1.252762968,0.526907387,0.608056597,0.23853672,0.477068482,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,8.256198347,0.958677686,0,0.859044124,0.856702106,0.774140975,10.0547784
Hadzici,2010,61.85150133,3.5,1.252762968,0.526907387,0.608056597,0.23853672,0.477068482,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,8.256198347,0.958677686,0,0.859044124,0.858040402,0.752409029,9.772517271
Hadzici,2014,62.51048834,3.5,1.252762968,0.526907387,0.608056597,0.23853672,0.477068482,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,8.256198347,0.958677686,0,0.859044124,0.859378698,0.744028195,9.663664447
Novi Grad Sarajevo,2006,69.08924409,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,0.352639249,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,8.083972595,NA,0,0.71535061,0.673058078,2.220392055,5.408689129
Novi Grad Sarajevo,2010,52.81075951,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,0.352639249,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,8.083972595,NA,0,0.71535061,0.697225239,2.182905517,5.317375063
Novi Grad Sarajevo,2014,55.1877121,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,0.352639249,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,8.083972595,NA,0,0.71535061,0.7213924,2.158045317,5.256817695
Vogosca,2006,77.93579846,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,0.392311157,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,10.86947702,NA,0,0.856289189,0.810675458,8.833922261,22.27116511
Vogosca,2010,65.37518391,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,0.392311157,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,10.86947702,NA,0,0.856289189,0.836740447,7.921694592,19.97135168
Vogosca,2014,60.9832636,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,0.392311157,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,10.86947702,NA,0,0.856289189,0.862805436,6.911308036,17.42407029
Centar Sarajevo,2006,57.49311388,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,0.33031504,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,7.074388921,NA,0,0.589848785,0.60457084,0.693455602,3.883066583
Centar Sarajevo,2010,44.85810577,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,0.33031504,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,7.074388921,NA,0,0.589848785,0.596158237,0.696819242,3.901901586
Centar Sarajevo,2014,47.71576941,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,0.33031504,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,7.074388921,NA,0,0.589848785,0.587745634,0.7087657,3.968796844
Rogatica,2006,96.0440661,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,0.507111749,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,7.716807717,4.809354809,0,0.800240156,0.868196167,-13.42341724,30.4204678
Rogatica,2010,93.42213115,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,0.507111749,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,7.716807717,4.809354809,0,0.800240156,0.829364161,-13.6490445,30.93178965
Rogatica,2014,97.86876993,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,0.507111749,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,7.716807717,4.809354809,0,0.800240156,0.790532154,-13.87844834,31.4516701
Visegrad,2006,98.0862133,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,0.506101124,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,7.339968866,5.589886315,0,0.776081438,0.839337956,0.970054829,32.31758751
Visegrad,2010,96.92894785,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,0.506101124,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,7.339968866,5.589886315,0,0.776081438,0.803191374,1.003326245,33.42603195
Visegrad,2014,98.53080569,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,0.506101124,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,7.339968866,5.589886315,0,0.776081438,0.767044793,1.02873756,34.27261546
Posusje,2006,95.01825209,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,0.980199558,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0.029181744,NA,0,0.994832757,0.994622823,-0.006194252,0.018582755
Posusje,2010,94.10420475,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,0.980199558,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0.029181744,NA,0,0.994832757,0.994742785,-0.006245316,0.018735948
Posusje,2014,92.1888561,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,0.980199558,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0.029181744,NA,0,0.994832757,0.994862748,-0.006223163,0.018669488
Grude,2006,87.96936759,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,0.98205035,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0.006113217,0.01833965,0,0.989412234,0.997647163,0.944299113,0.957059912
Grude,2010,80.78164217,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,0.98205035,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0.006113217,0.01833965,0,0.989412234,0.992941489,0.956999677,0.969932105
Grude,2014,90.63022867,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,0.98205035,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0.006113217,0.01833965,0,0.989412234,0.988235816,0.954223082,0.967117988
Siroki Brijeg,2006,76.4090344,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,0.978371558,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0.011045655,0.018409426,0,0.992069776,0.993539342,0.164354241,0.179643007
Siroki Brijeg,2010,82.18474511,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,0.978371558,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0.011045655,0.018409426,0,0.992069776,0.99269959,0.163703506,0.17893174
Siroki Brijeg,2014,93.67256292,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,0.978371558,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0.011045655,0.018409426,0,0.992069776,0.991859838,0.162503307,0.177619893
Nevesinje,2006,92.32673267,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,0.602501513,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,4.575027685,2.547065338,0,0.910081488,0.935417884,12.34355696,16.2324757
Nevesinje,2010,92.61798469,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,0.602501513,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,4.575027685,2.547065338,0,0.910081488,0.920939943,12.42430796,16.33866782
Nevesinje,2014,94.05558032,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,0.602501513,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,4.575027685,2.547065338,0,0.910081488,0.906462003,12.71369295,16.71922545
Kalinovik,2006,96.45732689,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,0.502145757,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,2.056995929,2.892650525,0,0.921672467,0.935376213,-7.053590341,14.08599873
Kalinovik,2010,97.83491204,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,0.502145757,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,2.056995929,2.892650525,0,0.921672467,0.927545501,-7.352616472,14.68315301
Kalinovik,2014,95.77874818,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,0.502145757,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,2.056995929,2.892650525,0,0.921672467,0.919714789,-7.639366827,15.25579261
Gacko,2006,96.05231291,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,0.509407434,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,5.487578791,2.011494253,0,0.907487717,0.926317922,7.958104933,19.60649961
Gacko,2010,89.03807615,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,0.509407434,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,5.487578791,2.011494253,0,0.907487717,0.915557805,8.044725905,19.81990897
Gacko,2014,98.29163072,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,0.509407434,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,5.487578791,2.011494253,0,0.907487717,0.904797688,8.130813081,20.0320032
Cajnice,2006,97.67645769,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,0.478657557,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,3.896828941,1.473872264,0,0.691077907,0.802918656,-17.42890085,37.75941583
Cajnice,2010,99.07070707,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,0.478657557,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,3.896828941,1.473872264,0,0.691077907,0.739009657,-18.09656824,39.20590582
Cajnice,2014,98.71101871,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,0.478657557,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,3.896828941,1.473872264,0,0.691077907,0.675100657,-18.65487454,40.41546688
Rudo,2006,95.72567783,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,0.569603233,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,4.485351309,0.890156426,0,0.834123819,0.885429981,-3.788602356,9.986203969
Rudo,2010,98.25721154,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,0.569603233,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,4.485351309,0.890156426,0,0.834123819,0.856112174,-3.936052922,10.37486218
Rudo,2014,96.51320244,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,0.569603233,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,4.485351309,0.890156426,0,0.834123819,0.826794367,-4.054054054,10.68589598
Ljubuski,2006,92.62888794,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,0.853282462,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0.98094566,0.042342978,0,0.936904802,0.927684491,0.435648494,0.916936354
